Gas emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2007,0.30778,0.032944,51.0762,0,1.5938,0,0,87.1776,3.762,0,61.0487,16.4954,17.5778,0,20.8665,29.5795,0.03664,37.8678,35.6373,0,0,0,0,4.6166,0,0.76944,0,43.2456,0,5.9393,6.8891,0,0,0,0.68517,181.8861,0,,0,0,8.7643,129.5151,14.0331,0,0.040304,0,0,5.8709,2.3376,0,0.0011059,17.4594,2.8872,0.043968,9.7381,0,0,1.0041,1.0223,81.1283,0,1.9223,0,1.737,0,0,,0,8.1175,89.2531,0,0,0.31144,0,3.2866,174.4405,0,,7.8081,0,0,0,0,0,0,0,0,0,3.8509,25.1061,0.00014885,52.6956,57.0778,236.5202,12.0289,10.2077,5.0893,163.5123,0,209.1223,5.5061,23.986,0,0,,25.5393,1.4729,0,3.1467,0,0,0,12.1059,0.070655,6.5515,2.7312,0,0,0,65.4377,0,0,0.0000337,0,0,0,0,117.2736,0,2.1764,0,0,0,1.2422,0.069501,6.1648,0,0,0,77.4708,0,8.2594,0,0,22.2332,0,0,0.19419,13.915,0,21.7165,64.9517,0,0,0.26014,0,5.3458,7.0788,27.9107,9.7498,41.4667,0,30.7211,777.7972,0,0,0,0,0,0,0,0,0,113.4777,0.021984,4.602,0,0,13.2527,11.3829,1.8858,0,0,7.8923,73.3701,75.6556,0,0,0.007328,0,2.1945,6.2751,11.4976,23.4889,1.2384,1.0179,57.774,0,0,0,39.9083,8.0511,72.0052,30.7177,0,0,0,118.9765,91.2959,196.5196,1248.1215,0.19419,98.525,0,46.7343,12.4791,0,,0,0,0
2008,0.29704,0.014656,51.5506,0,1.2714,0,0,90.1197,4.122,0,61.7869,17.4361,20.7382,0,22.9696,32.2249,0.032976,38.6347,35.6902,0,0,0,0,5.038,0,0.76211,0,51.3027,0,6.4926,6.7182,0,0,0,0.71129,181.5682,0,,0,0,4.8255,149.6744,17.5176,0,0.047763,0,0,5.6931,2.2277,0,0.0005368,17.2976,3.0375,0.043968,9.8264,0,0,0.92699,0.93077,83.3105,0,2.3399,0,1.6819,0,0,,0,8.359,92.2805,0,0,0.34808,0,2.4769,179.834,0,,8.1091,0,0,0,0,0,0,0,0,0,4.5727,24.6168,0.00015932,63.0466,60.3131,246.875,15.2496,10.7714,7.0169,167.1419,0,204.4847,6.2361,30.3341,0,0,0,26.619,1.4297,0,3.0849,0,0,0,12.5757,0.072827,5.8363,2.5942,0.15806,0,0,72.6328,0,0,0.0000199,0,0,0,0,118.567,0,2.0408,0,0,0,1.1139,0.11744,3.6493,0,0,0,81.2022,0,7.8111,0,0,20.654,0,0,0.2235,14.085,0,28.6891,65.7541,0,0,0.28968,0,7.4306,7.4493,28.1343,10.4949,41.5644,0,31.1306,778.1873,0,0,0,0,0,0,0,0,0,125.1512,0.021984,4.58,0,0,13.5633,11.7723,1.8776,0,0,8.1194,75.9243,82.5521,0,0,0.007328,0,1.921,6.6813,11.2008,25.265,0.98928,1.0516,60.2911,0,0,0,38.6992,8.7656,71.5483,40.0732,0,0,0,114.3562,107.8048,202.6549,1253.2267,0.17221,102.57,0,45.0269,13.9012,0,,0,0,0
2009,0.27129,0.01832,54.894,0,1.2897,0,0,87.9946,3.1694,0,63.1136,17.0358,18.789,0,24.1751,35.4419,0.0329,31.82,36.482,0,0,0,0,5.5121,0,0.43602,0,40.9585,0,5.596,5.0524,0,0,0,0.58958,174.9921,0,,0,0,6.3787,164.4037,20.097,0,0.10626,0,0,5.2562,2.2167,0,0.0011389,16.3153,2.7846,0.043968,9.4118,0,0,0.9085,1.0991,81.7878,0,1.666,0,1.2239,0,0,,0,7.4984,90.712,0,0,0.46206,0,2.4857,167.4116,0.010987,,6.6233,0,0,0,0,0,0,0,0,0,5.1736,21.364,0.00016398,112.6848,64.5408,261.0654,16.7005,10.3816,7.8226,154.0343,0,202.1767,7.0605,29.9533,0,0,0,24.1018,0.62288,0,2.827,0.095247,0,0,11.2338,0.057518,4.9213,2.6588,0.17954,0,0,65.4427,0,0,0.0000319,0,0,0,0,123.4328,0,1.876,0,0,0,1.2091,0.15022,5.4227,0,0,0,81.7386,0,7.4575,0,0,18.0525,0,0,0.14662,14.787,0,28.7294,66.9889,0,0,0.30045,0,9.3865,7.5039,27.2734,9.7197,44.7301,0,25.2373,730.8718,0,0,0,0,0,0,0,0,0,119.593,0.032976,3.1913,0,0,13.7095,10.4099,1.7852,0,0,7.0385,72.1712,73.7099,0,0,0.007328,0,2.5132,6.4026,13.7612,24.4778,0.44334,1.2421,71.6568,0,0,0,39.0876,9.1197,71.3601,34.4966,0,0,0,89.6823,113.4679,188.0705,1231.7509,0.12091,86.1326,0,43.7262,15.3741,0,,0.73646,0,0
2010,0.27114,0.025648,53.3678,0,1.3703,0,0,86.9284,2.9532,0,64.264,18.7794,17.9683,0,24.5311,39.3965,0.029312,39.5526,40.3485,0.011067,0,0,0,6.1445,0,0.45792,0,55.0488,0,6.1262,5.3719,0,0,0,0.59357,178.2942,0,,0,0,10.2267,199.5854,21.9877,0,0.19419,0,0,5.7124,2.0594,0,0.0007377,18.3984,3.0375,0.04405,10.5693,0,0,1.4659,1.1577,81.9475,0,3.0484,0,1.3279,0,0,,0.0036756,8.2725,96.0355,0,0,0.61922,0,2.3216,184.0036,0.80974,,7.166,0,0,0,0,0,0,0,0,0,6.478,22.9176,0.0001329,134.2442,73.73,277.2201,14.8172,11.3652,10.0797,164.3469,0,213.3416,5.2359,34.2116,0,0,0,28.1322,0.56426,0,3.393,0.48365,0,0,13.1977,0.060561,5.6636,2.8421,0.29767,0,0,60.8077,0,0,0.0000321,0,0,0,0,124.1217,0,1.9822,0,0,0,1.3044,0.15389,4.1403,0,0,0,91.5394,0,8.3823,0,0,20.196,0,0,0.21975,15.04,0,34.1057,63.1234,0,0,0.28946,0,12.5785,7.0679,29.1347,10.4857,53.3955,0,27.5036,792.5633,0,0,0,0,0,0,0,0,0,137.0776,0.047632,4.2426,0,0,14.8585,11.0494,1.8819,0,0,8.8669,91.5412,73.659,0,0,0.007328,0,3.4692,7.1589,17.8583,30.7111,0.36693,1.4722,80.9829,0,0,0,42.0078,11.6369,71.6546,39.6848,0,0,0,100.188,116.8669,201.9271,1290.5145,0.15022,85.196,0,47.6833,18.0489,0,,1.9456,0,0
2011,0.30778,0.029312,56.7206,0,1.4033,0,0,92.5874,3.7556,0,66.4796,17.7311,19.0256,0,24.285,39.6262,0.032896,37.378,34.5792,0.010992,0,0,0,6.7623,0,0.52029,0,53.1006,0,7.2877,6.1485,0,0,0,0.42502,195.2827,0,,0,0,10.4497,245.99,21.0507,0,0.28213,0,0,5.5643,1.9568,0,0.0009086,16.8248,2.9935,0.043968,8.9833,0,0,1.6784,1.0479,92.6793,0,3.1584,0,1.1902,0,0,,0,7.2525,87.7911,,0,0.69616,0,3.4515,168.4105,1.5834,,8.811,0,0,,0,0,0,0,0,0,5.2688,21.8754,0.00016109,136.3642,81.5533,293.2629,13.9085,9.85,9.3432,153.0004,0,247.9227,1.9969,38.6586,0,0,0,32.8574,0.63754,0,2.9753,0,0,0,10.1676,0.053565,6.1603,2.4643,0.1429,0,0,64.7843,0,0,0.0000429,0,,0,0,130.7069,0,1.9163,0,0,0,1.6378,0.1832,5.496,0,0,0,79.7284,0,7.6259,0,0,28.0032,0,0,0.25282,14.358,0,39.1169,65.9593,0,0,0.3039,0,11.6662,7.6288,29.325,10.5089,66.6811,0,28.3869,815.6612,0.003664,,0,0,0,0,0,0,0,139.6167,0.036657,4.3528,0,0,15.0077,10.4244,1.7506,0,0,8.8009,98.5129,68.0603,0,0,0.007328,0,2.7552,6.363,15.0581,33.9957,0.37006,1.6261,70.4954,0,0.014656,0,41.4508,11.2668,86.0476,43.6932,0,0,0,103.8124,130.1685,168.2355,1310.4739,0.14663,95.1321,0,47.8775,16.2792,0,,1.3007,0,0
2012,0.30778,0.029312,64.1145,0,1.4216,0,0,95.3812,4.5653,0,67.7056,16.9462,19.8332,0,24.3916,41.7146,0.036547,36.8165,34.9182,0.007328,0,0,0,7.0363,0,0.4799,0,63.3966,0,7.1128,5.7592,0,0,0,0.5093,198.1725,0,,0,0,9.809,277.5993,22.8989,0,0.40721,0,0,5.1948,1.9859,0,0.0005488,16.624,3.2646,0,8.414,0,0,1.9896,1.3996,92.919,0,4.3675,0,1.2749,0,0,,0,6.4615,90.609,,0,0.71448,0,3.7703,168.0622,0.80242,,8.094,0,0,,0,0,0,0,0,0,4.8841,19.5718,0.0000412,125.6048,80.0621,292.2736,13.1538,9.5232,4.8143,147.7138,0,257.0224,1.5093,34.4421,0,0,0,34.7311,0.81707,0,2.7925,0,0,0,10.7099,0.0545,5.9373,2.5001,0,0,0,66.2891,0,0,0.0000112,0,,0,0,135.7266,0,1.8247,0,0,0,2.3964,0.17221,3.5772,0,0,0,76.1149,0,8.3429,0,0,28.8723,0,0,0.26014,14.081,0,41.6365,64.1786,0,0,0.26014,0,12.9449,7.3133,30.5585,9.0969,81.6669,0,28.173,804.9756,0.003664,,0,0,0,0,0,0,0,151.587,0.05496,3.8399,0,0,16.2743,10.0607,1.684,0,0,9.2553,106.5663,65.1153,0,0,0.007328,0,2.3914,6.9587,11.962,36.0138,0.27079,1.8584,80.5457,0,0.032976,0,40.5788,12.1572,87.0935,45.0646,0,0,0,96.8231,132.6075,158.2399,1372.0825,0.1063,98.2428,0,49.7425,17.9568,0,,1.5172,0,0
2013,0.29678,0.032976,65.45,0,0.76578,0,0,91.3381,4.4188,0,69.6475,16.3324,19.9358,0,26.1793,43.3318,0.043968,36.8997,35.2795,0.003664,0.021984,0,0,7.3463,0,0.37373,0,74.7038,0,5.6242,5.6087,0,0,0,0.58624,204.5403,0,,0,0,9.2923,320.1275,22.3394,0,0.57891,0,0,4.9118,2.0445,0,0.0007905,16.8262,3.7483,0,7.9395,0,0,2.0372,1.5902,90.3998,0,5.6462,0,1.2121,0,0,,0,6.0639,91.3022,,0,0.70349,0,3.5284,170.5361,0.6009,,7.3358,0,0,,0,0,0,0,0,0,4.7559,18.385,0.0000622,110.6892,64.7533,294.9337,13.0582,9.0667,11.2931,137.701,0,256.4908,1.8686,30.7322,0,0,0,34.5662,0.62654,0,2.7287,0,0,0,13.2722,0.057814,4.9144,2.1152,0,0,0,82.2739,0,0,0.0000112,0,,0,0,142.2768,0,1.7221,0,0,0,2.3486,0.35577,4.2026,0,0,0,76.9474,0,8.3729,0,0,28.6296,0,0,0.29678,13.902,0,45.6351,63.7206,0,0,0.26014,0,11.864,6.7381,30.804,8.1072,69.0878,0,25.1404,780.4538,0.0036808,,0,0,0,0,0,0,0,153.1992,0.084311,4.2722,0,0,18.3237,10.2358,1.6425,0,0,9.3835,111.5309,59.0969,0,0,0.007328,0,2.3695,7.314,9.8295,35.5616,0.0073187,1.868,86.6217,0,0.040304,0,41.0698,12.1242,86.6923,46.269,0,0,0,90.25,136.4107,157.6222,1410.3669,0.098928,88.3141,0,48.5114,18.7189,0,,2.0115,0,0
2014,0.27124,0.058586,73.8314,0,0.57885,0,0,92.8439,4.4928,0,71.8081,14.9468,21.1999,0,28.352,45.9342,0.040304,36.5937,31.0037,0.0036929,0.05496,0,0,8.1927,0,0.34808,0,81.2857,0,6.7711,5.5894,0,0,0,0.85005,211.1616,0,,0,0,8.2957,370.2216,23.4816,0,0.52333,0,0,4.3051,2.3047,0,0.000407,15.1127,3.7812,0.003664,6.8165,0,0,2.0042,1.6305,81.6999,0,5.1296,0,1.022,0,0,,0,5.3925,76.3686,,0,1.0193,0,4.3108,152.271,1.2787,,5.559,0,0,,0,0,0,0,0,0,4.6463,17.1202,0.00014834,109.4675,62.4157,335.0068,12.6332,8.7959,12.473,121.5894,0,258.5485,0.61922,43.4068,0,0,0,34.2804,0.51662,0,2.4484,0,0,0,11.1056,0.048059,4.6349,2.0061,0.11358,0,0,82.5621,0,0,0.0000234,0,,0,0,138.5029,0,1.7514,0,0,0,2.2459,1.3264,4.8292,0,0,0,67.0112,0,8.6017,0,0,32.6756,0,0,0.25282,14.645,0,44.9646,64.2006,0,0,0.58258,0,16.532,7.0862,29.4636,7.6426,82.5023,0,24.0695,772.7534,0.0073599,,0,0,0,0,0,0,0,224.0513,0.07328,3.6823,0,0,19.214,8.4855,1.4883,0,0,9.0428,101.4453,54.2924,0,0,0.007328,0,2.0621,6.3555,9.0856,37.5898,0.0073221,1.7404,86.5902,0,0.07328,0,41.3006,12.0566,93.5367,46.9468,0,0,0,75.1342,133.344,144.4922,1435.0202,0.0916,84.4156,0,46.6473,19.5987,0,,1.854,0,0
2015,0.28213,0.062288,78.7687,0,1.44,0,0,93.5346,4.4268,0,72.0442,15.9671,21.9349,0,28.2384,48.7422,0.040304,33.9566,33.8206,0.003664,0.058662,0,0,8.233,0,0.4067,0.0036615,80.4648,0,4.8914,5.9318,0,0,0,0.94209,213.4964,0,,0,0,9.1124,380.0522,23.1006,0,0.98195,0,0,4.461,2.3892,0.2748,0.0003982,15.9087,3.8582,0.003664,6.9113,0,0,2.0259,1.5351,84.1511,0,4.646,0,0.91504,0,0,,0,4.7234,81.3911,0,0,1.0186,0,4.7503,157.4554,2.4402,,6.0348,0,0,0,0,0,0,0,0,0,6.0817,18.2298,0.00018161,106.8706,94.2527,356.769,12.9855,8.8882,13.7848,132.7563,0,246.4286,4.0048,52.6481,0,0,0,39.0671,0.52395,0,2.506,0,0,0,15.6699,0.051305,4.6487,1.8297,0.003664,0,0,77.2115,0,0,0.0000234,0,0,0,0,147.9768,0,1.6805,0,0,0,2.323,1.7414,10.8491,0,0,0,66.1481,0,8.305,0,0,32.4484,0,0,0.23071,15.506,0,48.2485,64.4058,0,0,0.8102,0,16.2449,6.6612,30.634,9.1108,83.7007,0,23.4678,736.698,0.047812,0,0,0,0,0,0,0,0,230.0186,0.047632,4.0048,0,0,19.5535,8.7139,1.5784,0,0,9.9661,92.5889,56.6495,0,0,0.007328,0,1.9749,6.7799,7.9729,40.8314,0.007328,1.6744,86.3898,0,0.073115,0,39.6628,11.5709,96.4376,48.8594,0,0,0,65.5472,134.1551,147.8994,1475.993,0.095264,81.9454,0,46.4348,20.4631,0,,1.8943,0,0
2016,0.31864,0.16122,78.6771,0,1.4949,0,0,96.3028,4.2386,0,75.0548,16.737,21.5077,0,27.1722,53.5494,0.040304,33.8849,34.3753,0.0036857,0.003664,0,0,9.1505,0,0.42136,0,69.6657,0,5.3408,5.9388,0,0,0,1.0108,208.2652,0,,0,0,9.9514,421.7262,21.9437,0,1.1248,0,0,4.7291,2.2753,0.2748,0.000394,17.0087,4.7755,0,7.0149,0,0,1.9126,1.6561,94.8243,0,5.4575,0,1.0517,0,0,,0,4.2071,89.0327,0,0,1.0223,0,4.4628,169.468,1.4253,,7.9121,0,0,0,0,0,0,0,0,0,6.2361,19.3653,0.0000802,113.6225,91.186,380.7043,14.2859,9.9104,15.6883,140.792,0.01832,251.5959,6.981,54.7212,0,0,0,41.5952,0.54594,0,2.6072,0,0,0,20.1323,0.050975,4.1485,1.6818,0.01832,0,0,73.5255,0,0,0.0000115,0,0,0,0,151.4551,0,1.727,0,0,0,2.3633,1.5352,8.0791,0,0,0,68.9481,0,7.8938,0,0,34.4343,0,0,0.36274,15.142,0,48.2521,70.2962,0,0,0.85738,0,17.0877,7.6321,32.4196,9.82,80.7912,0,23.3663,749.7882,0.084272,0,0,0,0,0,0,0,0,241.8629,0.043968,4.3272,0,0,20.0457,8.8493,1.6839,0,0,7.8152,96.6555,57.7024,0,0,0.0073394,0,2.2662,7.1271,6.9543,42.2599,0.0073196,1.5902,84.5395,0,0.01463,0,35.2037,11.9336,91.8519,48.8594,0,0,0,64.1485,134.9121,165.742,1481.713,0.10632,86.9936,0,48.7568,20.3682,0,,0.98562,0,0
2017,0.30045,0.16843,82.3521,0,1.5717,0,0,96.4419,4.4621,0,76.2118,17.9746,20.8921,0,27.9893,53.6644,0.043968,34.6491,35.0303,0.003664,0.073318,0,0,9.2237,0,0.458,0,70.6878,0,6.8224,6.0386,0,0,0,1.1212,214.5812,0,,0,0,9.9437,486.3594,22.4676,0,1.1835,0,0,5.4322,2.0189,0.13912,0.000418,17.7136,4.3125,0,6.6824,0,0,2.1914,1.5387,108.4068,0,6.1482,0,0.9226,0,0,,0,3.8863,89.1374,0,0,0.90434,0,4.7009,171.4122,2.3596,,9.5361,0,0,0,0,0,0,0,0,0,6.2178,20.486,0.0000476,118.922,84.3385,399.5042,19.225,10.1516,16.6906,148.7582,0.20152,245.6925,8.0315,62.7512,0,0,0,42.3045,0.57891,0,2.2994,0,0,0,18.1515,0.053481,4.2785,1.6569,0.33645,0,0,70.4268,0,0,0.55234,0,0,0,0,143.2514,0,1.7257,0,0,0,2.345,1.6122,8.4638,0,0,0,70.73,0,8.5178,0,0,32.4154,0,0,0.46533,15.504,0,49.2929,74.2925,0,0,0.93432,0,14.4571,7.5295,34.1298,12.3053,87.0828,0,24.3921,777.2359,0.084272,0,0,0,0,0,0,0,0,247.6255,0.03664,4.8442,0,0,20.1557,9.3898,1.7533,0,0,7.3389,100.8606,62.5801,0,0,0.007328,0,1.8166,7.0863,6.8627,46.4478,0.003664,1.4839,82.4133,0,0,0,34.574,12.4378,104.8897,48.8569,0,0,0,66.6551,135.9013,161.6974,1460.3918,0.12091,85.8688,0,47.825,17.877,0,,0.5899,0,0
2018,0.29312,0.15022,88.8866,0,1.6083,0,0,96.1231,4.6789,0,79.4347,17.0195,21.2842,0,28.407,53.3793,0.055118,36.7505,36.0982,0.003664,0.03664,0,0,9.3505,0,0.45441,0,67.4171,0,7.0265,5.781,0,0,0,1.459,231.9805,0,,0,0,9.9812,575.3689,23.447,0,1.3433,0,0,5.0424,1.861,0.10269,0.00022345,16.6416,3.929,0,6.4786,0,0,2.1837,1.3593,102.6983,0,4.3052,0,0.98668,0,0,,0,4.4117,84.7697,0,0,0.87936,0,4.6789,169.5485,3.3789,,9.0717,0,0,0,0,0,0,0,0,0,6.0603,19.8461,0.0000317,126.2012,84.1479,409.0966,30.4881,10.5986,17.8777,143.6717,0.18686,233.9533,7.8666,68.5739,0,0,0,42.4674,0.6412,0,2.7037,0,0,0,17.5359,0.049659,3.9491,1.6089,0.17901,0,0,84.261,0,0,0.68074,0,0,0,0,165.9059,0,1.876,0,0,0,2.1143,1.6167,8.1166,0,0,0,69.8569,0,7.8987,0,0,34.339,0,0,0.42891,15.297,0,52.7668,75.7825,0,0.5018,0.7731,0,14.9501,8.4052,34.2834,11.3258,87.1446,0,25.4117,825.4151,0.095264,0,0,0,0,0,0,0,0,257.2201,0.021984,4.8804,0,0,20.5827,9.359,1.7204,0,0,9.1196,117.1727,61.9026,0,0,0.010992,0,1.8937,6.6851,6.826,48.583,0.10987,1.4249,81.2686,0,0.087936,0,35.7753,12.5822,95.4817,48.8594,0,0,0,66.9919,133.5659,161.4853,1618.7203,0.11358,89.8486,0,41.7036,18.5545,0,,0.19786,0,0
2019,0.24557,0.1319,91.2499,0,2.4292,0,0,95.6084,4.8878,0,81.6937,17.7926,24.1216,0,33.1299,58.3728,0.047632,36.6279,36.1992,0,0.10626,0,0,8.8669,0,0.42869,0,67.1213,0,5.9723,5.2447,0,0,0,1.3264,231.9625,0,,0,0,12.0514,630.1714,23.7064,0,1.8853,0,0,5.2445,1.825,0,0.00022587,17.3618,4.2576,0,6.0167,0,0,2.4695,1.2129,120.52,0,2.9862,0,0.91439,0,0,,0,4.3102,86.3564,0,0,0.91894,0,5.3018,172.4789,4.1045,,9.9982,0,0,0,0,0,0,0,0,0,6.2874,19.969,0.00022744,128.676,87.9104,422.9701,34.2584,10.8359,17.9683,146.7584,0.47288,224.2301,7.8593,50.439,0,0,0,46.2653,0.61922,0,2.5484,0,0,0,15.8688,0.050296,4.0811,1.6081,0.25648,0,0,90.2846,0,0,0.70817,0,0,0,0,157.0989,0,1.7342,0,0,0,2.0042,1.7294,7.9802,0,0,0,72.474,0,8.2401,0,0,35.1048,0,0,0.50197,15.047,0,52.7669,74.9764,0,1.5572,0.81341,0,15.6783,8.4636,35.4908,12.158,87.4304,0,23.1583,803.8632,0.091785,0,0,0,0,0,0,0,0,255.9341,0.029304,4.5617,0,0,20.8885,9.3697,1.753,0,0,9.105,113.5864,71.2528,0,0,0.011007,0,1.7776,6.8789,6.5476,46.9499,0.27846,1.8723,83.8517,0,0.19053,0,36.4165,12.5581,83.1409,50.4936,0,0,0,60.5383,133.1408,159.3208,1673.9991,0.16497,92.3886,0,34.4759,18.9065,0,,0.19779,0,0
2020,0.25124,0.13118,88.3083,0,2.54,0,0,90.2125,5.159,0,84.4716,16.8769,25.3056,0,33.0799,56.4518,0.044253,33.6328,35.8564,0,0.11372,0,0,7.2838,0,0.42633,0,59.0261,0,6.1124,5.3617,0,0,0,1.3868,223.7194,0,,0,0,11.5372,687.8809,24.1703,0,1.973,0,0,5.5191,1.6952,0,0.00022,17.4308,4.5568,0,4.7921,0,0,2.2943,1.0303,119.0288,0,3.1223,0,0.80957,0,0,,0,4.3613,80.041,0,0,0.96159,0,5.2726,167.6281,4.3921,,11.0423,0,0,0,0,0,0,0,0,0,9.9759,20.8954,0.00020045,127.6354,74.9609,453.7815,32.4914,10.9518,18.8467,140.8008,0.43912,222.6048,7.8474,32.2083,0,0,0,44.0223,0.65358,0,2.103,0,0,0,15.279,0.048521,4.2421,1.4694,0.26249,0,0,76.5097,0,0,0.73626,0,0,0,0,149.5246,0,1.8292,0,0,0,1.5637,1.6598,8.1673,0,0,0,70.667,0,7.8469,0,0,37.572,0,0,0.57329,14.317,0,54.7073,69.4233,0,1.155,0.83248,0,13.6142,7.7147,36.7642,11.9927,81.2539,0,25.118,780.7815,0.087912,0,0,0,0,0,0,0,0,260.309,0.031372,4.5366,0,0,20.971,9.2879,1.7497,0,0,8.484,116.6345,64.3208,0,0,0.0090296,0,1.4465,6.6492,6.5377,50.2292,0.29392,1.7969,77.1237,0,0.20392,0,31.6487,12.0898,92.2169,47.4351,0,0,0,60.7744,130.5831,149.4201,1653.6779,0.13544,90.2314,0,29.0625,16.9785,0,,0.19756,0,0
2021,0.23885,0.15025,92.792,0,2.9513,0,0,94.3275,5.4609,0,77.2421,17.8395,26.0293,0,34.5959,58.7433,0.057667,36.0525,35.7772,0,0.12302,0,0,8.5236,0,0.4883,0,75.9744,0,5.8108,6.0618,0,0,0,1.6114,235.3818,0,,0,0,11.6057,773.8661,23.2567,0,2.2925,0,0,5.3109,2.2091,0,0.00022,18.6812,4.9293,0,4.7783,0,0,2.9898,1.0264,126.3135,0,3.6279,0,0.91458,0,0,,0,4.2666,85.5805,0,0,1.1173,0,6.039,173.4841,4.7512,,12.1524,0,0,0,0,0,0,0,0,0,9.7363,22.1123,0.00020045,133.4508,74.0879,466.9938,30.0439,10.5016,19.4488,150.9559,0.57224,221.5251,8.2071,27.9802,0,0,0,49.8173,0.69182,0,2.2709,0,0,0,17.2908,0.055573,4.0044,1.5714,0.24954,0,0,82.0025,0,0,0.84328,0,0,0,0,157.5527,0,1.9363,0,0,0,1.5737,1.924,7.7643,0,0,0,68.0827,0,6.6579,0,0,40.6437,0,0,0.72286,12.6728,0,62.3274,75.5095,0,0.91148,0.7914,0,15.3203,6.5911,40.5704,11.6488,83.5313,0,25.5097,875.0518,0.10191,0,0,0,0,0,0,0,0,270.0651,0.033937,5.196,0,0,22.2252,10.3944,1.8429,0,0,8.2338,126.7897,67.1091,0,0,0.010566,0,1.4841,7.2298,6.8373,55.0857,0.31112,2.083,77.3884,0,0.22059,0,32.5057,13.6817,114.3952,58.7603,0,0,0,54.0762,130.1866,158.864,1637.0385,0.1585,96.181,0,32.3191,13.6792,0,,0.20661,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
